Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Blinkit,3.6,"Driver ignored instructions, poor service.",40,Chennai,Electronics,Negative,Medium,No,Out of Stock,3,Correct
Swiggy Instamart,3.5,"Order was correct, but packaging was okay.",30,Ahmedabad,Essentials,Neutral,High,No,Out of Stock,4,Correct
JioMart,3.6,"Delivery was okay, but updates were slow.",24,Pune,Electronics,Neutral,Medium,Yes,In Stock,3,Incorrect
Blinkit,3.6,"Items missing from my order, very disappointing.",47,Ahmedabad,Electronics,Negative,High,Yes,Out of Stock,1,Correct
Swiggy Instamart,3.9,"Took forever to deliver, no updates provided.",38,Kolkata,Electronics,Negative,High,No,Out of Stock,2,Incorrect
Swiggy Instamart,4.3,"rider was friendly, assistance was awesome.",38,Pune,Electronics,Positive,High,Yes,Out of Stock,4,Incorrect
Zepto,2.8,"Delivery took too long, food was lukewarm.",58,Mumbai,Food,Negative,High,Yes,In Stock,1,Incorrect
JioMart,4.0,"Order arrived, but tracking was unreliable.",23,Chennai,Essentials,Neutral,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3.5,"Service was great, delivery was quick.",30,Delhi,Food,Positive,Low,Yes,Out of Stock,5,Incorrect
Blinkit,3.3,"Perfect experience, highly recommend!",40,Kolkata,Pharmacy,Positive,Medium,Yes,Out of Stock,5,Incorrect
Zepto,2.8,"Delivery was slow, tracking was inaccurate.",51,Jaipur,Essentials,Negative,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,3.7,"Order was correct, app could improve.",27,Jaipur,Essentials,Neutral,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,1.0,"Food arrived cold, packaging was damaged.",41,Hyderabad,Grocery,Negative,Low,Yes,Out of Stock,4,Incorrect
Zepto,3.8,"Service was top-notch, no complaints!",28,Ahmedabad,Food,Positive,Low,No,In Stock,5,Incorrect
Swiggy Instamart,2.2,"Driver was impolite, left package in wrong spot.",54,Lucknow,Pharmacy,Negative,Medium,Yes,In Stock,3,Correct
JioMart,4.8,"Delivery was super fast, food was hot.",26,Kolkata,Grocery,Positive,Low,No,In Stock,3,Incorrect
Blinkit,4.1,"Service was amazing, everything was perfect.",27,Hyderabad,Grocery,Positive,High,No,In Stock,4,Incorrect
JioMart,4.4,"Order was perfect, delivery was quick.",31,Kolkata,Electronics,Positive,Medium,No,Out of Stock,5,Incorrect
Swiggy Instamart,3.6,"Service was decent, expected faster delivery.",34,Bangalore,Food,Neutral,Medium,No,Out of Stock,3,Correct
Blinkit,3.4,"Wrong order received, customer service was unhelpful.",45,Hyderabad,Grocery,Negative,High,No,Out of Stock,3,Incorrect
JioMart,2.4,"Delivery took ages, no communication.",37,Mumbai,Essentials,Negative,Low,No,In Stock,4,Incorrect
Swiggy Instamart,3.9,"Order arrived, but tracking was unreliable.",29,Kolkata,Electronics,Neutral,Low,Yes,In Stock,4,Correct
Swiggy Instamart,3.1,"Perfect service, no issues, highly recommend.",20,Chennai,Food,Positive,Low,Yes,Out of Stock,5,Correct
JioMart,2.4,"Order was delayed, no updates given.",33,Kolkata,Essentials,Negative,Medium,Yes,Out of Stock,2,Correct
Blinkit,3.9,"Delivery was fine, communication was okay.",39,Lucknow,Pharmacy,Neutral,Low,No,Out of Stock,4,Correct
Zepto,3.5,"Order was correct, service was okay.",38,Jaipur,Pharmacy,Neutral,High,No,In Stock,4,Incorrect
Zepto,1.2,"Package was damaged, terrible experience.",58,Pune,Grocery,Negative,Medium,Yes,In Stock,4,Incorrect
Zepto,3.3,"Order was fine, delivery was on time.",32,Kolkata,Grocery,Neutral,High,No,In Stock,4,Incorrect
Swiggy Instamart,4.3,"Perfect service, no issues, highly recommend.",24,Bangalore,Electronics,Positive,Low,No,Out of Stock,5,Incorrect
Swiggy Instamart,4.8,"Order was perfect, driver was courteous.",36,Ahmedabad,Food,Positive,High,No,Out of Stock,3,Incorrect
JioMart,3.4,"Order arrived, but tracking was unreliable.",22,Chennai,Electronics,Neutral,Low,Yes,Out of Stock,4,Correct
Blinkit,3.8,"Items were damaged, no refund process.",48,Delhi,Food,Negative,Low,Yes,In Stock,2,Correct
Zepto,3.8,"Order was fine, but app needs improvement.",26,Kolkata,Pharmacy,Neutral,Low,Yes,Out of Stock,4,Correct
Zepto,3.8,"Order arrived, service was standard.",30,Chennai,Essentials,Neutral,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3.1,"Delivery took ages, no communication.",46,Pune,Pharmacy,Negative,High,Yes,In Stock,4,Incorrect
Zepto,3.3,"Delivery was late, and the app didn’t update.",45,Chennai,Food,Negative,Low,No,Out of Stock,2,Incorrect
JioMart,3.7,"Great experience, will order again!",29,Lucknow,Electronics,Positive,Medium,No,In Stock,5,Correct
Zepto,3.8,"delivery person didn’t follow instructions, order was wrong.",39,Jaipur,Pharmacy,Negative,Low,Yes,In Stock,3,Correct
Zepto,2.6,"Order was delayed by hours, no apology given.",51,Delhi,Grocery,Negative,High,No,Out of Stock,1,Incorrect
Zepto,3.3,"Food arrived hot, packaging was excellent.",23,Ahmedabad,Electronics,Positive,High,No,Out of Stock,3,Correct
JioMart,3.9,"Order arrived on time, but not exceptional.",34,Pune,Electronics,Neutral,Medium,Yes,In Stock,4,Correct
Zepto,4.3,"Delivery was on time, products were correct.",30,Chennai,Essentials,Positive,High,No,In Stock,5,Correct
Swiggy Instamart,1.5,"Order cancelled without notice, wasted my time.",54,Kolkata,Food,Negative,High,No,Out of Stock,3,Correct
JioMart,3.1,"Order was fine, delivery was on time.",22,Chennai,Pharmacy,Neutral,Medium,Yes,In Stock,4,Correct
JioMart,4.7,"Delivery was quick, food was hot.",31,Mumbai,Grocery,Positive,Low,Yes,Out of Stock,3,Correct
JioMart,3.0,"Items were delivered, tracking was okay.",22,Chennai,Essentials,Neutral,Medium,No,In Stock,3,Correct
Blinkit,3.7,"Delivery was fast, service was outstanding.",29,Jaipur,Food,Positive,High,Yes,In Stock,5,Correct
Zepto,4.6,"Fast delivery, driver was courteous.",32,Kolkata,Food,Positive,Low,No,Out of Stock,4,Incorrect
Swiggy Instamart,3.2,"Service was decent, nothing stood out.",38,Lucknow,Pharmacy,Neutral,High,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,4.2,"Super fast delivery, everything was perfect!",31,Chennai,Essentials,Positive,Low,Yes,Out of Stock,4,Correct
JioMart,3.3,"Delivery was fine, customer service was slow.",22,Hyderabad,Pharmacy,Neutral,Medium,Yes,Out of Stock,4,Correct
JioMart,3.3,"Delivery was over an hour late, items were incorrect.",54,Ahmedabad,Grocery,Negative,High,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,3.5,"Products were missing, support didn’t respond.",33,Chennai,Food,Negative,Medium,No,Out of Stock,3,Incorrect
JioMart,3.2,"Items were delivered, no major problems.",32,Lucknow,Essentials,Neutral,Medium,No,In Stock,4,Correct
JioMart,2.6,Food arrived late and was not fresh.,31,Hyderabad,Essentials,Negative,Low,Yes,In Stock,1,Correct
JioMart,3.5,"Experience was average, needs more communication.",33,Pune,Food,Neutral,Medium,No,In Stock,4,Correct
Swiggy Instamart,4.9,"Delivery was smooth, food was fresh.",36,Pune,Essentials,Positive,Low,No,In Stock,3,Incorrect
Blinkit,2.7,"Order was delayed, no updates given.",55,Pune,Food,Negative,Medium,Yes,In Stock,2,Incorrect
Zepto,3.8,"delivery person was friendly, service was awesome.",21,Jaipur,Pharmacy,Positive,High,Yes,Out of Stock,5,Incorrect
Blinkit,5.0,"Perfect experience, highly recommend!",40,Jaipur,Food,Positive,Low,No,In Stock,3,Incorrect
JioMart,3.7,"Wrong items delivered, very frustrating experience.",48,Bangalore,Pharmacy,Negative,High,Yes,Out of Stock,4,Incorrect
Blinkit,3.1,"Service was average, no major complaints.",31,Pune,Grocery,Neutral,Low,No,Out of Stock,4,Incorrect
Zepto,3.9,"Perfect experience, highly recommend!",25,Kolkata,Electronics,Positive,Medium,No,In Stock,4,Incorrect
Swiggy Instamart,3.5,"Order arrived, service was standard.",40,Lucknow,Food,Neutral,High,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,5.0,"Fantastic experience, everything spot on!",31,Mumbai,Essentials,Positive,Medium,No,Out of Stock,3,Correct
Blinkit,4.1,"Food arrived hot, packaging was excellent.",21,Hyderabad,Pharmacy,Positive,Low,No,Out of Stock,3,Correct
JioMart,3.2,"Great service, items were well-packaged.",30,Bangalore,Pharmacy,Positive,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,3.4,"Package was damaged, terrible experience.",52,Lucknow,Grocery,Negative,Medium,No,Out of Stock,4,Incorrect
Swiggy Instamart,3.4,"Fast delivery, driver was courteous.",40,Bangalore,Electronics,Positive,Low,Yes,Out of Stock,3,Incorrect
JioMart,3.1,"Order was fine, delivery was slightly late.",21,Bangalore,Grocery,Neutral,Medium,No,Out of Stock,3,Correct
Blinkit,3.3,"Customer service was unresponsive, bad experience.",37,Mumbai,Food,Negative,High,No,Out of Stock,1,Correct
JioMart,3.7,"Order arrived on time, but not exceptional.",26,Delhi,Electronics,Neutral,High,No,In Stock,3,Incorrect
Blinkit,4.0,"Delivery was timely, but app was slow.",26,Mumbai,Essentials,Neutral,Medium,No,Out of Stock,4,Correct
Swiggy Instamart,4.5,"Fast delivery, driver was courteous.",23,Hyderabad,Essentials,Positive,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,2.1,"Items missing from my order, very disappointing.",34,Kolkata,Grocery,Negative,Low,No,Out of Stock,2,Incorrect
JioMart,3.4,"Driver didn’t contact me, left order outside.",32,Bangalore,Grocery,Negative,Low,Yes,In Stock,1,Incorrect
Zepto,3.3,"Items arrived, but app didn’t update.",38,Lucknow,Food,Neutral,Low,No,Out of Stock,3,Incorrect
Zepto,4.5,"Service was top-notch, no complaints!",31,Ahmedabad,Essentials,Positive,Low,No,In Stock,4,Incorrect
Zepto,2.8,"Package was damaged, terrible experience.",30,Chennai,Essentials,Negative,High,No,Out of Stock,2,Incorrect
JioMart,3.6,"Items were delivered, tracking was okay.",23,Jaipur,Pharmacy,Neutral,Medium,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,1.1,"Items were out of stock, no prior warning.",55,Lucknow,Grocery,Negative,High,No,Out of Stock,2,Incorrect
JioMart,3.0,"Amazing delivery experience, no issues!",38,Ahmedabad,Food,Positive,Medium,No,In Stock,5,Incorrect
Blinkit,3.4,"Received wrong products, very poor service.",36,Hyderabad,Grocery,Negative,Medium,Yes,Out of Stock,1,Correct
Zepto,3.3,"Products were missing, support didn’t respond.",60,Lucknow,Pharmacy,Negative,High,Yes,In Stock,2,Correct
Swiggy Instamart,2.9,Late delivery and poor communication throughout.,48,Bangalore,Electronics,Negative,High,Yes,Out of Stock,3,Incorrect
JioMart,3.4,"Order was fine, but app needs improvement.",22,Delhi,Food,Neutral,Medium,Yes,Out of Stock,3,Correct
Zepto,3.9,"Food spilled in the bag, completely unacceptable.",55,Jaipur,Essentials,Negative,Medium,No,In Stock,3,Incorrect
JioMart,1.7,"Wrong items delivered, very frustrating experience.",49,Delhi,Food,Negative,Low,Yes,Out of Stock,3,Correct
JioMart,4.4,"Amazing service, very professional driver.",24,Ahmedabad,Grocery,Positive,High,No,Out of Stock,5,Correct
Zepto,3.1,"Items were correct, experience was average.",33,Delhi,Grocery,Neutral,High,No,Out of Stock,3,Incorrect
Zepto,3.0,Package was left in an unsafe location.,54,Pune,Essentials,Negative,Low,Yes,Out of Stock,3,Correct
Zepto,3.9,"Order was fine, but driver seemed rushed.",33,Mumbai,Grocery,Neutral,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,3.8,"Items were well-packaged, arrived on time.",35,Bangalore,Grocery,Positive,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,3.4,"Service was excellent, driver was polite.",29,Kolkata,Electronics,Positive,Medium,No,Out of Stock,5,Correct
Zepto,3.8,"Package was damaged, terrible experience.",34,Bangalore,Grocery,Negative,High,Yes,Out of Stock,2,Incorrect
Blinkit,4.4,"Order was correct, rider was professional.",26,Delhi,Electronics,Positive,Low,Yes,In Stock,3,Incorrect
JioMart,3.7,"Driver didn’t contact me, left order outside.",36,Mumbai,Food,Negative,Low,Yes,Out of Stock,1,Correct
Blinkit,2.7,"Order was delayed, no updates given.",50,Pune,Pharmacy,Negative,Medium,Yes,Out of Stock,4,Correct
Blinkit,3.7,"Order arrived fine, items were as expected.",32,Jaipur,Food,Neutral,Low,No,In Stock,3,Incorrect
Zepto,4.0,"Delivery was smooth, courier was friendly.",38,Jaipur,Essentials,Positive,High,No,Out of Stock,3,Correct
Blinkit,3.8,"Fantastic experience, everything spot on!",33,Lucknow,Pharmacy,Positive,High,No,In Stock,4,Incorrect
JioMart,3.7,"Order was fine, but app needs improvement.",28,Chennai,Food,Neutral,High,Yes,Out of Stock,4,Correct
JioMart,4.0,"Service was great, delivery was quick.",23,Delhi,Essentials,Positive,Low,No,In Stock,5,Correct
Swiggy Instamart,4.1,"Fantastic experience, everything spot on!",21,Mumbai,Pharmacy,Positive,Medium,No,Out of Stock,3,Correct
Blinkit,4.5,"Delivery was early, items were correct.",26,Bangalore,Pharmacy,Positive,Medium,Yes,In Stock,3,Incorrect
Blinkit,3.6,"Delivery was okay, but updates were slow.",40,Kolkata,Essentials,Neutral,Low,Yes,In Stock,4,Incorrect
Blinkit,3.9,"Wrong order received, customer service was unhelpful.",34,Delhi,Essentials,Negative,Medium,Yes,Out of Stock,2,Correct
Zepto,3.7,"Delivery was quick, food was hot.",38,Hyderabad,Essentials,Positive,High,Yes,Out of Stock,3,Correct
JioMart,3.0,"Received damaged goods, no refund offered.",53,Lucknow,Essentials,Negative,Low,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,4.4,"Perfect order, excellent customer service.",26,Pune,Food,Positive,Medium,No,Out of Stock,3,Correct
Blinkit,4.0,"Order was accurate, arrived early.",28,Chennai,Pharmacy,Positive,Low,Yes,Out of Stock,3,Incorrect
Zepto,3.8,"Order was fine, delivery was slightly late.",27,Mumbai,Food,Neutral,Low,No,In Stock,3,Correct
Zepto,3.7,"Service was acceptable, could be smoother.",22,Pune,Grocery,Neutral,Medium,No,Out of Stock,3,Correct
Blinkit,3.4,"Delivery was early, items were correct.",38,Hyderabad,Food,Positive,Low,Yes,Out of Stock,4,Correct
Blinkit,3.5,"Delivery was okay, tracking wasn’t great.",33,Bangalore,Pharmacy,Neutral,Low,Yes,Out of Stock,3,Incorrect
JioMart,3.5,"Amazing delivery experience, no issues!",26,Kolkata,Electronics,Positive,Medium,Yes,Out of Stock,5,Correct
Blinkit,3.4,"Delivery was on time, app was glitchy.",25,Ahmedabad,Essentials,Neutral,High,Yes,In Stock,3,Incorrect
JioMart,2.5,"Driver ignored instructions, poor service.",55,Lucknow,Pharmacy,Negative,Medium,No,In Stock,3,Correct
Zepto,3.6,"Customer service was unresponsive, bad experience.",30,Hyderabad,Food,Negative,High,No,In Stock,3,Correct
JioMart,4.6,"Delivery was quick, food was hot.",39,Mumbai,Food,Positive,High,No,Out of Stock,4,Incorrect
Blinkit,3.5,"Order was fine, but driver seemed rushed.",27,Lucknow,Food,Neutral,Medium,Yes,In Stock,4,Incorrect
Blinkit,3.9,"Order arrived fine, items were as expected.",23,Hyderabad,Pharmacy,Neutral,Medium,Yes,Out of Stock,4,Incorrect
Zepto,3.4,"Order arrived on time, but not exceptional.",32,Jaipur,Grocery,Neutral,Low,No,Out of Stock,4,Incorrect
JioMart,3.5,"delivery was okay, tracking needs work.",27,Jaipur,Food,Neutral,Low,Yes,In Stock,4,Correct
JioMart,2.2,Package was left in an unsafe location.,30,Delhi,Grocery,Negative,Medium,No,Out of Stock,2,Correct
Swiggy Instamart,3.6,"Fast delivery, everything was as ordered.",33,Bangalore,Grocery,Positive,Low,Yes,In Stock,5,Correct
Blinkit,4.6,"Food arrived hot, packaging was excellent.",24,Hyderabad,Essentials,Positive,Low,Yes,Out of Stock,4,Correct
JioMart,3.2,"Experience was average, needs more communication.",23,Bangalore,Pharmacy,Neutral,Low,No,Out of Stock,3,Correct
Zepto,4.8,"Professional driver, seamless delivery process.",21,Lucknow,Grocery,Positive,High,Yes,In Stock,4,Correct
JioMart,3.8,"Delivery was quick, service was excellent.",30,Chennai,Electronics,Positive,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,4.2,"Service was great, delivery was quick.",36,Bangalore,Essentials,Positive,Low,Yes,In Stock,5,Correct
Blinkit,4.1,"Food arrived hot, packaging was excellent.",37,Pune,Pharmacy,Positive,Low,No,In Stock,3,Correct
Zepto,3.9,Driver was rude and ignored delivery instructions.,37,Kolkata,Essentials,Negative,Medium,Yes,Out of Stock,2,Incorrect
Blinkit,1.8,Package was left in an unsafe location.,48,Kolkata,Essentials,Negative,High,Yes,In Stock,4,Correct
Zepto,3.9,"Service was standard, no issues but no wow factor.",37,Hyderabad,Electronics,Neutral,Low,Yes,Out of Stock,4,Incorrect
Zepto,4.3,"Delivery was quick, service was excellent.",39,Pune,Essentials,Positive,Medium,No,In Stock,4,Incorrect
Zepto,3.5,"Order was correct, app could improve.",37,Hyderabad,Pharmacy,Neutral,High,No,Out of Stock,4,Correct
Swiggy Instamart,3.4,"Delivery was smooth, driver was friendly.",33,Jaipur,Grocery,Positive,Low,Yes,Out of Stock,3,Incorrect
JioMart,3.6,"Received damaged goods, no refund offered.",38,Kolkata,Food,Negative,Medium,Yes,In Stock,3,Incorrect
Blinkit,4.6,"Delivery was quick, service was excellent.",22,Hyderabad,Pharmacy,Positive,Low,No,In Stock,3,Incorrect
Zepto,3.4,"Delivery was on time, app was glitchy.",24,Hyderabad,Essentials,Neutral,Low,No,Out of Stock,4,Incorrect
JioMart,3.5,"Order was fine, but app needs improvement.",36,Delhi,Pharmacy,Neutral,Low,Yes,In Stock,4,Correct
JioMart,1.2,"Received wrong products, very poor service.",38,Chennai,Food,Negative,Medium,Yes,Out of Stock,1,Correct
Zepto,3.8,"Items were delivered, minor delay occurred.",20,Kolkata,Essentials,Neutral,Medium,Yes,Out of Stock,3,Correct
JioMart,3.0,"Great experience, everything went smoothly.",32,Pune,Pharmacy,Positive,Low,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,2.5,"Order was wrong, customer service ignored me.",35,Kolkata,Electronics,Negative,High,Yes,Out of Stock,2,Correct
Swiggy Instamart,3.4,"Items delivered, one product was substituted.",39,Lucknow,Electronics,Neutral,High,Yes,Out of Stock,4,Correct
Blinkit,3.6,"Service was great, delivery was quick.",25,Pune,Electronics,Positive,Low,Yes,In Stock,4,Incorrect
JioMart,3.4,"Service was fine, could improve tracking.",22,Lucknow,Grocery,Neutral,High,Yes,In Stock,4,Incorrect
Swiggy Instamart,3.1,"Service was outstanding, highly satisfied.",23,Bangalore,Essentials,Positive,Medium,Yes,In Stock,3,Incorrect
Swiggy Instamart,1.9,"Received wrong products, very poor service.",57,Pune,Pharmacy,Negative,Medium,No,Out of Stock,1,Correct
Blinkit,4.7,"Driver was professional, items were perfect.",27,Jaipur,Food,Positive,High,No,Out of Stock,3,Incorrect
JioMart,4.0,"Driver was impolite, left package in wrong spot.",59,Chennai,Pharmacy,Negative,Medium,Yes,Out of Stock,1,Correct
Swiggy Instamart,1.8,"Delivery was hours late, no tracking updates.",47,Ahmedabad,Food,Negative,Medium,No,In Stock,2,Incorrect
JioMart,4.7,"Service was top-notch, no complaints!",33,Jaipur,Grocery,Positive,Medium,No,In Stock,5,Incorrect
JioMart,3.1,"order were out of stock, no notice given.",58,Delhi,Pharmacy,Negative,High,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,4.6,"Delivery was super fast, food was hot.",39,Hyderabad,Electronics,Positive,High,Yes,Out of Stock,3,Incorrect
Zepto,4.4,"Professional driver, seamless delivery process.",29,Chennai,Essentials,Positive,Medium,Yes,Out of Stock,3,Incorrect
JioMart,3.6,"Order was correct, app could improve.",29,Kolkata,Grocery,Neutral,Low,No,In Stock,4,Correct
JioMart,3.3,"Delivery was timely, but updates were slow.",33,Lucknow,Essentials,Neutral,Medium,No,Out of Stock,4,Incorrect
